Partner Name,Tier,Location,References,Certified Experts,Profile URL,Certified Versions,References Total,Customer Retention %,Largest Reference Users,Average Reference Users,Reference Industries,RI_Agriculture,RI_Construction_Renovation,RI_ECO_liable_to_deduct_TCS_u_s_52,RI_ECO_liable_to_pay_GST_u_s_9_5,RI_Education,RI_Entertainment_Media,RI_Finance_Legal_Insurance,RI_Food_Hospitality_Tourism_Beverage,RI_Government,RI_HR_Administrative_Consulting,RI_Health_Social_Welfare_Pharmaceutical,RI_Households,RI_IT_Communication_Marketing,RI_Manufacturing_Maintenance,RI_Mining_Quarrying,RI_NGO,RI_Other_Services,RI_Real_Estate,RI_Science_Technology,RI_Transportation_Logistics,RI_Utilities_Energy_Water_supply,RI_Wholesale_Retail
"InfinityLoop Sistemas, S.L.",Ready,"Spain , Las Palmas , Las Palmas de Gran Canaria , 35004",38,0,https://www.odoo.com/partners/infinityloop-sistemas-sl-1136132,,38.0,90.0,100,13,Wholesale / Retail 7 Manufacturing / Maintenance 5 Construction & Renovation 4 Other Services 3 Health / Social Welfare / Pharmaceutical 3 Utilities / Energy / Water supply 2 Food / Hospitality / Tourism / Beverage 2 IT / Communication / Marketing 2 Real Estate 1,0,4,0,0,0,0,0,2,0,0,3,0,2,5,0,0,3,1,0,0,2,7
Nexapp S.r.l.,Ready,"Italy , Bergamo , Bergamo , 24128",38,1,https://www.odoo.com/partners/nexapp-srl-1276126,v17:1,38.0,85.0,50,9,Wholesale / Retail 3 Manufacturing / Maintenance 3 Health / Social Welfare / Pharmaceutical 3 IT / Communication / Marketing 2 Science & Technology 2 Other Services 2 Utilities / Energy / Water supply 1 Agriculture 1 Construction & Renovation 1 Food / Hospitality / Tourism / Beverage 1,1,1,0,0,0,0,0,1,0,0,3,0,2,3,0,0,2,0,2,0,1,3
SOLUCIONES TECNICAS ALPHA S.A.,Ready,"Panama , Panama , Ciudad de Panama , 12345",38,1,https://www.odoo.com/partners/soluciones-tecnicas-alpha-sa-6939939,v17:1,38.0,86.0,30,7,Wholesale / Retail 5 Construction & Renovation 4 Food / Hospitality / Tourism / Beverage 4 Transportation/Logistics 3 Other Services 3 IT / Communication / Marketing 3 Real Estate 2 Education 1 Health / Social Welfare / Pharmaceutical 1 Entertainment / Media 1,0,4,0,0,1,1,0,4,0,0,1,0,3,0,0,0,3,2,0,3,0,5
"E.R.P COMPAZ CO., LTD",Ready,"Cambodia , Phnom Penh , 12100",37,0,https://www.odoo.com/partners/erp-compaz-co-ltd-4826609,,37.0,88.0,100,10,Food / Hospitality / Tourism / Beverage 8 Wholesale / Retail 8 Construction & Renovation 3 Other Services 3 Manufacturing / Maintenance 3 IT / Communication / Marketing 2 Health / Social Welfare / Pharmaceutical 2 Science & Technology 2 Utilities / Energy / Water supply 1,0,3,0,0,0,0,0,8,0,0,2,0,2,3,0,0,3,0,2,0,1,8
IT Zain,Ready,"Egypt , Sheikh Zayed , 31952",37,2,https://www.odoo.com/partners/it-zain-5926662,v18:1; v17:1,37.0,83.0,100,12,Manufacturing / Maintenance 10 IT / Communication / Marketing 4 Wholesale / Retail 4 Finance / Legal / Insurance 3 Food / Hospitality / Tourism / Beverage 3 Construction & Renovation 2 Real Estate 2 Science & Technology 1 Other Services 1 Transportation/Logistics 1,0,2,0,0,0,0,3,3,0,0,0,0,4,10,0,0,1,2,1,1,0,4
Idea to Forge,Ready,"Switzerland , Péry , 2603",37,1,https://www.odoo.com/partners/idea-to-forge-6667970,v18:1,37.0,88.0,20,3,Other Services 5 Finance / Legal / Insurance 3 Wholesale / Retail 3 Science & Technology 3 Manufacturing / Maintenance 3 Construction & Renovation 2 Education 2 IT / Communication / Marketing 1 Utilities / Energy / Water supply 1 Health / Social Welfare / Pharmaceutical 1,0,2,0,0,2,0,3,0,0,0,1,0,1,3,0,0,5,0,3,0,1,3
OCTUPUSTECH S.A.S,Ready,N/A,37,0,https://www.odoo.com/partners/octupustech-sas-9848374,,37.0,,100,16,Manufacturing / Maintenance 13 Wholesale / Retail 7 Construction & Renovation 5 Other Services 4 Health / Social Welfare / Pharmaceutical 3 Science & Technology 2 IT / Communication / Marketing 2 Agriculture 1 Education 1,1,5,0,0,1,0,0,0,0,0,3,0,2,13,0,0,4,0,2,0,0,7
Outsource Argentina SAS,Ready,"Argentina , Salta , Salta , A4400BKP",37,0,https://www.odoo.com/partners/outsource-argentina-sas-5046024,,37.0,93.0,100,15,Wholesale / Retail 6 Manufacturing / Maintenance 5 Construction & Renovation 4 Food / Hospitality / Tourism / Beverage 2 Transportation/Logistics 1 Health / Social Welfare / Pharmaceutical 1 Other Services 1 IT / Communication / Marketing 1,0,4,0,0,0,0,0,2,0,0,1,0,1,5,0,0,1,0,0,1,0,6
Pioneer Solutions,Ready,"Saudi Arabia , Riyadh , 11496",37,4,https://www.odoo.com/partners/pioneer-solutions-19128,v18:1; v17:3,37.0,83.0,100,12,Construction & Renovation 14 Wholesale / Retail 8 Real Estate 4 Manufacturing / Maintenance 3 Food / Hospitality / Tourism / Beverage 3 Finance / Legal / Insurance 3 IT / Communication / Marketing 2 Other Services 1 Agriculture 1 Utilities / Energy / Water supply 1,1,14,0,0,0,0,3,3,0,0,0,0,2,3,0,0,1,4,0,0,1,8
SRL SOUS LES REMPARTS,Ready,"Belgium , Bouillon , 6830",37,2,https://www.odoo.com/partners/srl-sous-les-remparts-16658049,v18:1; v17:1,37.0,92.0,10,2,Construction & Renovation 11 Health / Social Welfare / Pharmaceutical 4 Food / Hospitality / Tourism / Beverage 4 Other Services 4 NGO 3 Wholesale / Retail 3 Entertainment / Media 3 IT / Communication / Marketing 3 Science & Technology 1 Transportation/Logistics 1,0,11,0,0,0,3,0,4,0,0,4,0,3,0,0,3,4,0,1,1,0,3
Squidco BV,Ready,"Belgium , Aalter , 9880",37,8,https://www.odoo.com/partners/squidco-bv-14120891,v18:3; v17:5,37.0,98.0,30,3,Other Services 8 Food / Hospitality / Tourism / Beverage 7 Science & Technology 5 Manufacturing / Maintenance 4 IT / Communication / Marketing 3 Construction & Renovation 3 Wholesale / Retail 2 Health / Social Welfare / Pharmaceutical 1 Finance / Legal / Insurance 1 HR / Administrative / Consulting 1,0,3,0,0,0,0,1,7,0,1,1,0,3,4,0,0,8,0,5,0,0,2
CENTRICITAL,Ready,"Mexico , Nuevo León , MONTERREY , 64650",36,3,https://www.odoo.com/partners/centricital-5493451,v18:2; v17:1,36.0,95.0,200,18,Wholesale / Retail 7 Manufacturing / Maintenance 5 Construction & Renovation 4 Health / Social Welfare / Pharmaceutical 3 Food / Hospitality / Tourism / Beverage 2 Other Services 2 IT / Communication / Marketing 1 Finance / Legal / Insurance 1,0,4,0,0,0,0,1,2,0,0,3,0,1,5,0,0,2,0,0,0,0,7
Dodo Systems s.r.o.,Ready,"Slovakia , Bratislava , 83104",36,4,https://www.odoo.com/partners/dodo-systems-sro-4239157,v18:1; v17:3,36.0,87.0,200,18,Wholesale / Retail 17 Utilities / Energy / Water supply 7 IT / Communication / Marketing 4 Manufacturing / Maintenance 3 Construction & Renovation 2 Finance / Legal / Insurance 1 Other Services 1 Science & Technology 1 HR / Administrative / Consulting 1 Health / Social Welfare / Pharmaceutical 1,0,2,0,0,0,0,1,0,0,1,1,0,4,3,0,0,1,0,1,0,7,17
JumpTo - Jura-Berne,Ready,"Switzerland , Moutier , 2740",36,2,https://www.odoo.com/partners/jumpto-jura-berne-3384074,v18:1; v17:1,36.0,95.0,40,3,Health / Social Welfare / Pharmaceutical 6 Food / Hospitality / Tourism / Beverage 5 Manufacturing / Maintenance 5 Other Services 4 Science & Technology 4 Utilities / Energy / Water supply 2 Agriculture 2 Wholesale / Retail 2 Entertainment / Media 1 Finance / Legal / Insurance 1,2,0,0,0,0,1,1,5,0,0,6,0,0,5,0,0,4,0,4,0,2,2
Nexta Soluciones Tecnologicas S.L.,Ready,"Spain , València (Valencia) , Vila-real , 12540",36,3,https://www.odoo.com/partners/nexta-soluciones-tecnologicas-sl-5708451,v18:2; v17:1,36.0,,50,10,Manufacturing / Maintenance 13 Wholesale / Retail 10 IT / Communication / Marketing 3 Health / Social Welfare / Pharmaceutical 2 Food / Hospitality / Tourism / Beverage 2 Other Services 2 Construction & Renovation 2 Finance / Legal / Insurance 2 Transportation/Logistics 1 Mining & Quarrying 1,0,2,0,0,0,0,2,2,0,0,2,0,3,13,1,0,2,0,0,1,0,10
bloopark systems GmbH & Co. KG,Ready,N/A,36,5,https://www.odoo.com/partners/bloopark-systems-gmbh-co-kg-218035,v18:2; v17:3,36.0,,400,27,Wholesale / Retail 6 Manufacturing / Maintenance 4 Utilities / Energy / Water supply 4 IT / Communication / Marketing 4 Other Services 4 Education 3 Science & Technology 2 Transportation/Logistics 2 Health / Social Welfare / Pharmaceutical 1 NGO 1,0,0,0,0,3,0,0,0,0,0,1,0,4,4,0,1,4,0,2,2,4,6
Makemyday.biz B.V.,Ready,"Curaçao , Willemstad , 0000",35,0,https://www.odoo.com/partners/makemydaybiz-bv-10065602,,35.0,97.0,30,3,Food / Hospitality / Tourism / Beverage 8 IT / Communication / Marketing 7 Construction & Renovation 4 Other Services 4 Wholesale / Retail 3 Science & Technology 2 NGO 1 Real Estate 1 Finance / Legal / Insurance 1 Utilities / Energy / Water supply 1,0,4,0,0,0,0,1,8,0,0,0,0,7,0,0,1,4,1,2,0,1,3
Metabix S de RL,Ready,"Honduras , Choloma , CT1101",35,0,https://www.odoo.com/partners/metabix-s-de-rl-15206259,,35.0,89.0,30,4,Transportation/Logistics 5 IT / Communication / Marketing 4 Manufacturing / Maintenance 3 Construction & Renovation 2 Wholesale / Retail 2 Food / Hospitality / Tourism / Beverage 2 Real Estate 1 Households 1 Science & Technology 1 Utilities / Energy / Water supply 1,0,2,0,0,0,0,0,2,0,0,0,1,4,3,0,0,0,1,1,5,1,2
PRODOID Systems Inc.,Ready,"Senegal , DAKAR , 5616 Fann",35,0,https://www.odoo.com/partners/prodoid-systems-inc-2821369,,35.0,88.0,20,4,Transportation/Logistics 4 Food / Hospitality / Tourism / Beverage 2 Wholesale / Retail 2 Science & Technology 1 Other Services 1 Manufacturing / Maintenance 1 IT / Communication / Marketing 1 Real Estate 1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,4,0,2
Pacific ERP,Ready,"French Polynesia , PAPEETE , 98713",35,0,https://www.odoo.com/partners/pacific-erp-4929544,,35.0,,20,5,Wholesale / Retail 14 Construction & Renovation 6 Food / Hospitality / Tourism / Beverage 4 Manufacturing / Maintenance 2 Entertainment / Media 2 Finance / Legal / Insurance 1 Other Services 1 IT / Communication / Marketing 1 Transportation/Logistics 1,0,6,0,0,0,2,1,4,0,0,0,0,1,2,0,0,1,0,0,1,0,14
Paulino Lara Asesores Contables,Ready,"Dominican Republic , Santo domingo , 10119",35,3,https://www.odoo.com/partners/paulino-lara-asesores-contables-14282102,v19:2; v18:1,35.0,100.0,20,4,Health / Social Welfare / Pharmaceutical 3 Food / Hospitality / Tourism / Beverage 2 Other Services 2 Finance / Legal / Insurance 2 Manufacturing / Maintenance 1 Wholesale / Retail 1 IT / Communication / Marketing 1 Construction & Renovation 1,0,1,0,0,0,0,2,2,0,0,3,0,1,1,0,0,2,0,0,0,0,1
ATRIVIA SRL,Ready,"Dominican Republic , Santo Domingo , 00001",34,0,https://www.odoo.com/partners/atrivia-srl-1099993,,34.0,92.0,200,26,IT / Communication / Marketing 3 Health / Social Welfare / Pharmaceutical 2 Manufacturing / Maintenance 2 Wholesale / Retail 1 Transportation/Logistics 1 Science & Technology 1 Other Services 1 Construction & Renovation 1,0,1,0,0,0,0,0,0,0,0,2,0,3,2,0,0,1,0,1,1,0,1
Adept Business Solution,Ready,"United Arab Emirates , Sharjah , Sharjah , 513317",34,1,https://www.odoo.com/partners/adept-business-solution-15604713,v18:1,34.0,97.0,40,6,Manufacturing / Maintenance 13 Construction & Renovation 4 Wholesale / Retail 4 Food / Hospitality / Tourism / Beverage 3 IT / Communication / Marketing 3 Health / Social Welfare / Pharmaceutical 2 Finance / Legal / Insurance 2 Transportation/Logistics 2 Entertainment / Media 1 Other Services 1,0,4,0,0,0,1,2,3,0,0,2,0,3,13,0,0,1,0,0,2,0,4
AnaConEx IT Solutions L.L.C,Ready,N/A,34,2,https://www.odoo.com/partners/anaconex-it-solutions-llc-9229739,v17:2,34.0,,100,11,Wholesale / Retail 9 Real Estate 4 Finance / Legal / Insurance 3 Manufacturing / Maintenance 3 Food / Hospitality / Tourism / Beverage 3 Other Services 3 IT / Communication / Marketing 2 Construction & Renovation 2 Transportation/Logistics 2 Agriculture 1,1,2,0,0,0,0,3,3,0,0,0,0,2,3,0,0,3,4,0,2,0,9
CRZ,Ready,"Switzerland , Savièse , 1965",34,0,https://www.odoo.com/partners/crz-14126799,,34.0,97.0,100,4,Wholesale / Retail 8 Food / Hospitality / Tourism / Beverage 4 Construction & Renovation 4 Entertainment / Media 4 Other Services 3 Manufacturing / Maintenance 3 Education 2 Health / Social Welfare / Pharmaceutical 2 IT / Communication / Marketing 2 Transportation/Logistics 1,0,4,0,0,2,4,0,4,0,0,2,0,2,3,0,0,3,0,0,1,0,8
ENDEOS S.L.,Ready,"Spain , Barcelona , Sabadell , 08201",34,1,https://www.odoo.com/partners/endeos-sl-2171082,v17:1,34.0,88.0,20,7,Wholesale / Retail 8 Manufacturing / Maintenance 5 Food / Hospitality / Tourism / Beverage 5 Other Services 3 IT / Communication / Marketing 2 Science & Technology 2 Education 1 Construction & Renovation 1 Households 1 Health / Social Welfare / Pharmaceutical 1,0,1,0,0,1,0,0,5,0,0,1,1,2,5,0,0,3,0,2,0,0,8
"NEXTTI SOLUTIONS, C.A",Ready,N/A,34,2,https://www.odoo.com/partners/nextti-solutions-ca-19749621,v18:1; v17:1,34.0,,200,15,Wholesale / Retail 7 Other Services 4 IT / Communication / Marketing 3 Utilities / Energy / Water supply 1 Manufacturing / Maintenance 1 Science & Technology 1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,1,0,1,7
Raqmeyat IT solutions (RITSOL Allied),Ready,"Saudi Arabia , Riyadh , 12345",34,2,https://www.odoo.com/partners/raqmeyat-it-solutions-ritsol-allied-7029612,v17:2,34.0,86.0,100,12,Government 14 Manufacturing / Maintenance 6 Wholesale / Retail 4 Construction & Renovation 2 IT / Communication / Marketing 1 Food / Hospitality / Tourism / Beverage 1 Other Services 1 Agriculture 1,1,2,0,0,0,0,0,1,14,0,0,0,1,6,0,0,1,0,0,0,0,4
Tasis Tech - تأسيس تك,Ready,"Oman , Muscat , 112",34,1,https://www.odoo.com/partners/tasis-tech-تاسيس-تك-9596624,v18:1,34.0,80.0,30,4,Wholesale / Retail 16 Construction & Renovation 7 Food / Hospitality / Tourism / Beverage 7 Manufacturing / Maintenance 4 Utilities / Energy / Water supply 3 IT / Communication / Marketing 3 Real Estate 2 Health / Social Welfare / Pharmaceutical 1 Finance / Legal / Insurance 1 Transportation/Logistics 1,0,7,0,0,0,0,1,7,0,0,1,0,3,4,0,0,0,2,0,1,3,16
Uni-Tech Solutions,Ready,"Myanmar , Yangon , 11101",34,0,https://www.odoo.com/partners/uni-tech-solutions-7784615,,34.0,81.0,50,5,Wholesale / Retail 24 Health / Social Welfare / Pharmaceutical 3 Transportation/Logistics 2 Education 1 Households 1 Manufacturing / Maintenance 1 Food / Hospitality / Tourism / Beverage 1,0,0,0,0,1,0,0,1,0,0,3,1,0,1,0,0,0,0,0,2,0,24
Eggs-Solutions,Ready,"France , St Just St Rambert , 42170",33,3,https://www.odoo.com/partners/eggs-solutions-21042,v17:3,33.0,,100,15,Wholesale / Retail 17 Manufacturing / Maintenance 4 Other Services 3 Agriculture 2 Food / Hospitality / Tourism / Beverage 1 IT / Communication / Marketing 1 Entertainment / Media 1 Education 1,2,0,0,0,1,1,0,1,0,0,0,0,1,4,0,0,3,0,0,0,0,17
VERTICE DESARROLLO DE SISTEMAS,Ready,"Mexico , Nuevo León , San Pedro Garza Garcia , 66265",33,0,https://www.odoo.com/partners/vertice-desarrollo-de-sistemas-3438090,,33.0,86.0,100,12,Health / Social Welfare / Pharmaceutical 1 Other Services 1 Construction & Renovation 1 Utilities / Energy / Water supply 1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
925 interactive Sàrl,Ready,"Switzerland , Yvorne VD , 1853",32,0,https://www.odoo.com/partners/925-interactive-sarl-9780031,,32.0,88.0,100,8,Construction & Renovation 10 IT / Communication / Marketing 4 Other Services 4 Entertainment / Media 3 Transportation/Logistics 2 Wholesale / Retail 2 Food / Hospitality / Tourism / Beverage 2 Health / Social Welfare / Pharmaceutical 2 Manufacturing / Maintenance 1 Government 1,0,10,0,0,0,3,0,2,1,0,2,0,4,1,0,0,4,0,0,2,0,2
Argentum Inc S.R.L,Ready,"Dominican Republic , Santo Domingo",32,1,https://www.odoo.com/partners/argentum-inc-srl-694058,v18:1,32.0,83.0,100,19,Other Services 3 IT / Communication / Marketing 2 Wholesale / Retail 2 Utilities / Energy / Water supply 2 Science & Technology 1 Finance / Legal / Insurance 1 Real Estate 1 Health / Social Welfare / Pharmaceutical 1 Construction & Renovation 1 Food / Hospitality / Tourism / Beverage 1,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0,0,3,1,1,0,2,2
Capstone solution,Ready,"Egypt , Cairo , 11211",32,1,https://www.odoo.com/partners/capstone-solution-12638037,v17:1,32.0,85.0,50,13,Wholesale / Retail 12 Food / Hospitality / Tourism / Beverage 6 Manufacturing / Maintenance 5 Utilities / Energy / Water supply 2 Health / Social Welfare / Pharmaceutical 1 Construction & Renovation 1 Mining & Quarrying 1 Real Estate 1,0,1,0,0,0,0,0,6,0,0,1,0,0,5,1,0,0,1,0,0,2,12
Inventions Technologies Co Ltd,Ready,"Tanzania , Dar Es Salaam , 14121",32,2,https://www.odoo.com/partners/inventions-technologies-co-ltd-987974,v19:1; v17:1,32.0,,40,8,Manufacturing / Maintenance 5 Utilities / Energy / Water supply 4 IT / Communication / Marketing 4 Agriculture 3 Finance / Legal / Insurance 3 Wholesale / Retail 3 Entertainment / Media 2 Health / Social Welfare / Pharmaceutical 1 Mining & Quarrying 1 Other Services 1,3,0,0,0,0,2,3,0,0,0,1,0,4,5,1,0,1,0,0,0,4,3
KASIA SARL,Ready,"Madagascar , Antananarivo , 101",32,5,https://www.odoo.com/partners/kasia-sarl-5646729,v19:1; v18:1; v17:3,32.0,82.0,40,6,Food / Hospitality / Tourism / Beverage 3 IT / Communication / Marketing 2 Entertainment / Media 2 Wholesale / Retail 1 Science & Technology 1 Health / Social Welfare / Pharmaceutical 1 Finance / Legal / Insurance 1 Agriculture 1 HR / Administrative / Consulting 1 NGO 1,1,0,0,0,0,2,1,3,0,1,1,0,2,0,0,1,0,0,1,0,0,1
Maaldhowr Solutions,Ready,"Somalia , Mogadishu, Juba South Sudan",32,2,https://www.odoo.com/partners/maaldhowr-solutions-3569308,v18:1; v17:1,32.0,91.0,20,3,Wholesale / Retail 5 Construction & Renovation 4 Utilities / Energy / Water supply 1 Other Services 1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5
PHILJOHN TECH Inc,Ready,N/A,32,2,https://www.odoo.com/partners/philjohn-tech-inc-1927074,v17:2,32.0,,20,2,NGO 6 Wholesale / Retail 3 Government 3 IT / Communication / Marketing 3 Entertainment / Media 3 Transportation/Logistics 2 Food / Hospitality / Tourism / Beverage 2 Education 1 Manufacturing / Maintenance 1 Finance / Legal / Insurance 1,0,0,0,0,1,3,1,2,3,0,0,0,3,1,0,6,0,0,0,2,0,3
Precomp (Malaysia) Sdn Bhd,Ready,N/A,32,2,https://www.odoo.com/partners/precomp-malaysia-sdn-bhd-1355778,v18:2,32.0,,100,16,Manufacturing / Maintenance 7 Health / Social Welfare / Pharmaceutical 3 Households 2 IT / Communication / Marketing 2 Transportation/Logistics 1 Construction & Renovation 1 Other Services 1 Wholesale / Retail 1 Food / Hospitality / Tourism / Beverage 1,0,1,0,0,0,0,0,1,0,0,3,2,2,7,0,0,1,0,0,1,0,1
Xperdoo,Ready,"France , PARIS , 75002",32,3,https://www.odoo.com/partners/xperdoo-12252362,v17:3,32.0,90.0,20,4,Wholesale / Retail 8 IT / Communication / Marketing 6 Finance / Legal / Insurance 5 Manufacturing / Maintenance 4 Other Services 3 Construction & Renovation 2 Science & Technology 2,0,2,0,0,0,0,5,0,0,0,0,0,6,4,0,0,3,0,2,0,0,8
Yoma,Ready,"Myanmar , Yangon , 0",32,2,https://www.odoo.com/partners/yoma-823536,v17:2,32.0,100.0,50,13,Wholesale / Retail 12 IT / Communication / Marketing 3 Food / Hospitality / Tourism / Beverage 3 Manufacturing / Maintenance 3 Transportation/Logistics 2 Agriculture 1 Health / Social Welfare / Pharmaceutical 1 Construction & Renovation 1 Other Services 1,1,1,0,0,0,0,0,3,0,0,1,0,3,3,0,0,1,0,0,2,0,12
ALABOOL TECHNOLOGIES,Ready,"Mexico , Ciudad de México , Venustiano Carranza , 15900",31,0,https://www.odoo.com/partners/alabool-technologies-5779721,,31.0,88.0,100,8,Wholesale / Retail 13 Food / Hospitality / Tourism / Beverage 2 Other Services 2 Science & Technology 2 Manufacturing / Maintenance 1 Education 1 Households 1 Health / Social Welfare / Pharmaceutical 1,0,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,2,0,2,0,0,13
Dinaneo Internet Rentable S.L.,Ready,"Spain , Pozuelo de Alarcón , 28224",31,2,https://www.odoo.com/partners/dinaneo-internet-rentable-sl-2249097,v18:1; v17:1,31.0,84.0,40,6,Construction & Renovation 7 IT / Communication / Marketing 5 Other Services 4 Manufacturing / Maintenance 2 Wholesale / Retail 2 Health / Social Welfare / Pharmaceutical 2 Food / Hospitality / Tourism / Beverage 2 Entertainment / Media 2 Finance / Legal / Insurance 1,0,7,0,0,0,2,1,2,0,0,2,0,5,2,0,0,4,0,0,0,0,2
Hulul project management LLC,Ready,"Kuwait , Kuwait – Al-Salhiya , 13054",31,3,https://www.odoo.com/partners/hulul-project-management-llc-16897930,v19:1; v18:1; v17:1,31.0,93.0,50,6,Wholesale / Retail 11 Construction & Renovation 8 Food / Hospitality / Tourism / Beverage 5 Other Services 3 Manufacturing / Maintenance 2 Finance / Legal / Insurance 1 Health / Social Welfare / Pharmaceutical 1,0,8,0,0,0,0,1,5,0,0,1,0,0,2,0,0,3,0,0,0,0,11
Noviat,Ready,"Belgium , Bruxelles , 1083",31,2,https://www.odoo.com/partners/noviat--450,v18:1; v17:1,31.0,100.0,200,16,Construction & Renovation 4 Wholesale / Retail 4 Manufacturing / Maintenance 2 Utilities / Energy / Water supply 2 IT / Communication / Marketing 2 Other Services 1 Food / Hospitality / Tourism / Beverage 1,0,4,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,2,4
Oxe360,Ready,N/A,31,1,https://www.odoo.com/partners/oxe360-4818041,v17:1,31.0,,100,10,Other Services 5 IT / Communication / Marketing 3 Wholesale / Retail 2 Science & Technology 2 Food / Hospitality / Tourism / Beverage 1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,5,0,2,0,0,2
Quick Services LTC,Ready,"Egypt , Port Said , cairo, , Al shorouk",31,3,https://www.odoo.com/partners/quick-services-ltc-3316111,v17:3,31.0,92.0,50,10,Manufacturing / Maintenance 5 Wholesale / Retail 4 Other Services 3 Construction & Renovation 3 Food / Hospitality / Tourism / Beverage 2 Science & Technology 1 Entertainment / Media 1 IT / Communication / Marketing 1 Finance / Legal / Insurance 1,0,3,0,0,0,1,1,2,0,0,0,0,1,5,0,0,3,0,1,0,0,4
ROBBIE STEVENSON,Ready,"Mexico , Jalisco , Puerto Vallarta , 48333",31,1,https://www.odoo.com/partners/robbie-stevenson-11993313,v17:1,31.0,,40,5,Construction & Renovation 4 Other Services 3 Food / Hospitality / Tourism / Beverage 2 Wholesale / Retail 1 Education 1 Transportation/Logistics 1 NGO 1 IT / Communication / Marketing 1 Real Estate 1 HR / Administrative / Consulting 1,0,4,0,0,1,0,0,2,0,1,0,0,1,0,0,1,3,1,0,1,0,1
